Notes,Vehicle,Master Cust Num,Master Cust Name,Cust Num,Cust Name,Customer Vehicle ID**,Maint Cost Code,Driver Last**,Driver First**,VIN,Year,Make,Model,Series,License State,License Num,License Exp. Date,Delivery Date,Fleet Vehicle Status,Fleet Vehicle Status Description,Lease Type,Lease Term,Months In Service*,Lease End Date,Contract Mileage,Delivered Price,Dep Pct,Dep Amt/Mo,Total Lease Charge/Mo,Use Tax Amt/Mo,Full Maint Rate/Mo,Total Rent/Mo,License and Tax*,Service Charge,Current RBV*,Calculated Mileage,Calculated Mileage Date,Entered Mileage**,Entered Mileage Date**,Estimated Current Odometer,Garage Street Address 1,Garage City,Garage State ,Garage County Name,Garage Postal Code,Garage Country,Pooled Vehicle**
,27L167,999999,PDI Fleet,999999,PDI Fleet,VA167,VA167,,,VINLIVE00000000167,2024,Subaru,Impreza,,VA,PLT0167,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L168,999999,PDI Fleet,999999,PDI Fleet,VA168,VA168,,,VINLIVE00000000168,2024,Subaru,Impreza,,VA,PLT0168,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L169,999999,PDI Fleet,999999,PDI Fleet,VA169,VA169,,,VINLIVE00000000169,2024,Subaru,Impreza,,VA,PLT0169,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L170,999999,PDI Fleet,999999,PDI Fleet,VA170,VA170,,,VINLIVE00000000170,2024,Subaru,Impreza,,VA,PLT0170,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L171,999999,PDI Fleet,999999,PDI Fleet,VA171,VA171,,,VINLIVE00000000171,2024,Subaru,Impreza,,VA,PLT0171,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L172,999999,PDI Fleet,999999,PDI Fleet,VA172,VA172,,,VINLIVE00000000172,2024,Subaru,Impreza,,VA,PLT0172,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L173,999999,PDI Fleet,999999,PDI Fleet,VA173,VA173,,,VINLIVE00000000173,2024,Subaru,Impreza,,VA,PLT0173,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L174,999999,PDI Fleet,999999,PDI Fleet,VA174,VA174,,,VINLIVE00000000174,2024,Subaru,Impreza,,VA,PLT0174,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L175,999999,PDI Fleet,999999,PDI Fleet,VA175,VA175,,,VINLIVE00000000175,2024,Subaru,Impreza,,VA,PLT0175,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L176,999999,PDI Fleet,999999,PDI Fleet,VA176,VA176,,,VINLIVE00000000176,2024,Subaru,Impreza,,VA,PLT0176,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L177,999999,PDI Fleet,999999,PDI Fleet,VA177,VA177,,,VINLIVE00000000177,2024,Subaru,Impreza,,VA,PLT0177,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L178,999999,PDI Fleet,999999,PDI Fleet,VA178,VA178,,,VINLIVE00000000178,2024,Subaru,Impreza,,VA,PLT0178,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L179,999999,PDI Fleet,999999,PDI Fleet,VA179,VA179,,,VINLIVE00000000179,2024,Subaru,Impreza,,VA,PLT0179,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L180,999999,PDI Fleet,999999,PDI Fleet,VA180,VA180,,,VINLIVE00000000180,2024,Subaru,Impreza,,VA,PLT0180,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L181,999999,PDI Fleet,999999,PDI Fleet,VA181,VA181,,,VINLIVE00000000181,2024,Subaru,Impreza,,VA,PLT0181,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L182,999999,PDI Fleet,999999,PDI Fleet,VA182,VA182,,,VINLIVE00000000182,2024,Subaru,Impreza,,VA,PLT0182,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L183,999999,PDI Fleet,999999,PDI Fleet,VA183,VA183,,,VINLIVE00000000183,2024,Subaru,Impreza,,VA,PLT0183,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L184,999999,PDI Fleet,999999,PDI Fleet,VA184,VA184,,,VINLIVE00000000184,2024,Subaru,Impreza,,VA,PLT0184,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L185,999999,PDI Fleet,999999,PDI Fleet,VA185,VA185,,,VINLIVE00000000185,2024,Subaru,Impreza,,VA,PLT0185,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L186,999999,PDI Fleet,999999,PDI Fleet,VA186,VA186,,,VINLIVE00000000186,2024,Subaru,Impreza,,VA,PLT0186,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L187,999999,PDI Fleet,999999,PDI Fleet,VA187,VA187,,,VINLIVE00000000187,2024,Subaru,Impreza,,VA,PLT0187,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L188,999999,PDI Fleet,999999,PDI Fleet,VA188,VA188,,,VINLIVE00000000188,2024,Subaru,Impreza,,VA,PLT0188,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L189,999999,PDI Fleet,999999,PDI Fleet,VA189,VA189,,,VINLIVE00000000189,2024,Subaru,Impreza,,VA,PLT0189,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L190,999999,PDI Fleet,999999,PDI Fleet,VA190,VA190,,,VINLIVE00000000190,2024,Subaru,Impreza,,VA,PLT0190,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L191,999999,PDI Fleet,999999,PDI Fleet,VA191,VA191,,,VINLIVE00000000191,2024,Subaru,Impreza,,VA,PLT0191,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L192,999999,PDI Fleet,999999,PDI Fleet,VA192,VA192,,,VINLIVE00000000192,2024,Subaru,Impreza,,VA,PLT0192,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L193,999999,PDI Fleet,999999,PDI Fleet,VA193,VA193,,,VINLIVE00000000193,2024,Subaru,Impreza,,VA,PLT0193,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L194,999999,PDI Fleet,999999,PDI Fleet,VA194,VA194,,,VINLIVE00000000194,2024,Subaru,Impreza,,VA,PLT0194,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L195,999999,PDI Fleet,999999,PDI Fleet,VA195,VA195,,,VINLIVE00000000195,2024,Subaru,Impreza,,VA,PLT0195,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L196,999999,PDI Fleet,999999,PDI Fleet,VA196,VA196,,,VINLIVE00000000196,2024,Subaru,Impreza,,VA,PLT0196,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L197,999999,PDI Fleet,999999,PDI Fleet,VA197,VA197,,,VINLIVE00000000197,2024,Subaru,Impreza,,VA,PLT0197,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L198,999999,PDI Fleet,999999,PDI Fleet,VA198,VA198,,,VINLIVE00000000198,2024,Subaru,Impreza,,VA,PLT0198,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L199,999999,PDI Fleet,999999,PDI Fleet,VA199,VA199,,,VINLIVE00000000199,2024,Subaru,Impreza,,VA,PLT0199,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L200,999999,PDI Fleet,999999,PDI Fleet,VA200,VA200,,,VINLIVE00000000200,2024,Subaru,Impreza,,VA,PLT0200,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L201,999999,PDI Fleet,999999,PDI Fleet,VA201,VA201,,,VINLIVE00000000201,2024,Subaru,Impreza,,VA,PLT0201,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L202,999999,PDI Fleet,999999,PDI Fleet,VA202,VA202,,,VINLIVE00000000202,2024,Subaru,Impreza,,VA,PLT0202,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L203,999999,PDI Fleet,999999,PDI Fleet,VA203,VA203,,,VINLIVE00000000203,2024,Subaru,Impreza,,VA,PLT0203,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L204,999999,PDI Fleet,999999,PDI Fleet,VA204,VA204,,,VINLIVE00000000204,2024,Subaru,Impreza,,VA,PLT0204,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L205,999999,PDI Fleet,999999,PDI Fleet,VA205,VA205,,,VINLIVE00000000205,2024,Subaru,Impreza,,VA,PLT0205,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
